统计时段,车辆ID,仿真时间(s),已行驶时间(s),车辆类型,车长(m), 期望速度(km/h),当前速度(km/h),当前加速度(m/s2),跟车距离(m),跟车时距(s)
1,700002,98,96,自行车,1.92,16.58,19.81,0.01,22.75,8.27
1,700003,74,66,电动车,2.53,26.15,26.15,0.00,998.73,3600.00
1,700004,99,86,自行车,1.79,14.86,16.20,0.00,8.41,1.87
1,700005,81,67,电动车,2.53,25.85,25.85,0.00,53.81,7.49
1,700007,116,94,自行车,1.88,16.00,19.98,0.01,24.71,8.91
1,700008,116,82,电动车,2.38,21.05,21.05,0.00,12.60,2.15
1,700009,124,93,自行车,1.68,13.46,19.95,0.01,16.07,5.80
1,700010,118,81,电动车,2.61,28.65,21.88,0.23,7.07,1.16
1,700012,126,86,自行车,1.74,14.20,18.33,0.01,14.55,2.86
1,700013,128,85,电动车,2.48,24.20,19.66,0.11,10.73,1.97
1,700014,117,78,电动车,2.46,23.80,19.78,0.01,0.25,0.09
1,700015,137,93,自行车,1.94,16.84,19.85,0.01,25.93,9.41
1,700016,113,65,电动车,2.56,27.15,27.15,0.00,68.39,9.07
1,700017,139,87,自行车,1.70,13.70,19.98,0.00,5.31,0.96
1,700018,135,71,电动车,2.48,24.45,24.43,0.00,47.45,6.99
1,700019,155,92,自行车,1.85,15.64,20.00,0.01,46.84,16.86
1,700020,140,72,电动车,2.49,24.65,19.05,0.71,3.17,0.60
1,700021,138,67,电动车,2.62,29.05,24.24,0.00,6.03,0.89
1,700022,163,86,自行车,1.66,13.18,14.88,0.13,3.67,0.89
1,700023,151,75,电动车,2.46,23.55,23.38,0.00,64.31,9.90
1,700025,142,63,电动车,2.59,27.95,27.32,0.02,8.79,1.16
1,700027,162,71,电动车,2.51,25.20,24.52,0.04,36.99,5.43
1,700028,180,86,自行车,1.91,16.48,19.94,0.00,75.44,13.62
1,700030,162,67,电动车,2.54,26.30,26.27,0.00,0.50,0.07
1,700031,168,75,电动车,2.64,29.60,21.95,0.01,4.22,1.38
1,700032,187,93,自行车,1.81,15.10,17.84,0.01,11.30,4.56
1,700033,185,90,电动车,2.50,24.85,20.71,0.01,5.70,1.98
1,700034,189,88,自行车,1.67,13.20,18.38,0.31,13.28,2.60
1,700035,191,84,电动车,2.49,24.75,22.38,0.53,17.61,2.83
1,700036,183,70,电动车,2.51,25.45,21.10,0.00,13.12,2.24
1,700037,202,93,自行车,1.65,13.04,19.92,0.01,35.19,12.72
1,700038,202,84,电动车,2.37,20.65,20.59,0.00,39.90,6.98
1,700039,207,86,自行车,1.90,16.28,17.51,0.12,11.75,2.42
1,700042,213,96,自行车,1.71,13.78,19.04,0.01,10.52,3.98
1,700043,205,80,电动车,2.63,29.35,19.46,0.79,8.29,1.53
1,700044,216,91,自行车,1.83,15.34,18.99,0.00,7.08,1.34
1,700045,209,83,电动车,2.64,29.70,19.72,0.37,8.54,1.56
1,700046,219,88,电动车,2.47,24.10,19.26,0.00,5.24,0.98
1,700047,220,92,自行车,1.86,15.74,20.00,0.01,18.34,6.60
1,700051,215,72,电动车,2.48,24.20,24.17,0.00,11.65,1.73
1,700055,217,68,电动车,2.59,28.05,24.21,0.00,5.12,0.76
